"(Verknüpfung)
Identifier | Nr.",RISM ID no.,WVZ-Nr.,"Titel (normiert, nach MGG)",Bestandeshaltende Institution,"Signatur, neu","Signatur, vormalig",Besitzervermerk (intern),Ausgabeform (Typ),Funktion,Übergeordnete Quelle,Untergeordnete Quelle,RISM-Nr. der übergeordneten Quelle,Titelei Umschlag und/oder Titelblatt (diplomatisch),Schreiber Titelei,Kopftitel,Schreiber Kopftitel,Besetzung (normiert),Tempoangabe (normiert),Metronomangabe,Sprachcode,Text-Incipit (diplomatisch),Widmung (diplomatisch),Datierung (diplomatisch),Datierung (maschinenlesbar),Ort (normiert),GND-Nr. Ort,Schrift (fremde Hand und Liszt),Umfang,Papiermaß,Wasserzeichen (intern),Verlag (normiert),Bezug zu Druck: Verlags-GND-Nr.,Bezug zu Druck: Plattennr.,Provenienz Station 1,Provenienz Station 2,Provenienz Station 3,Provenienz Station 4,Datierung ermittelt (maschinenlesbar),Ort ermittelt (normiert),Ort ermittelt GND-Nr.,Beschreibung physischer Merkmale / Zustand der Quelle (intern), Inhalt (interner Vermerk),"Notizen zur Quelle (vormals ""Beschreibung"", bleibt intern)",Kommentar zur Quelle (intern),Kommentar intern / Fragen (interne Kommunikation),Digitalisat,Bearbeiter,"Weiterführende Informationen (Ausgaben, Permalinks etc.) (intern)",Ausgabeform,Quellenautorität (für die Abbildung der Reiterstruktur in der Datenbank)
,,R 71 | S 186,Der Weihnachtsbaum,F-Pn,Ms. 180,,Charles Malherbe Conservatoire Nal de Musique Paris,Partitur,,,x,,,,VII | Schlummer Lied,zS (schwarze Tinte),Kl,"Andante, quasi Lento",,,,,,,,,"zS (schwarze Tinte), Liszt (schwarze Tinte, roter und blauer Stift)",S. 28-32 (von 18 Blatt),"Hochformat, 330 x 250 mm, 12 Notenzeilen, handrastriert; Hochformat, 330 x 255 mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,"Papier in der Mitte abgerissen (restauriert), Korrekturbogen mit selber Rastrierung von Liszt eingelegt",,"Abschrift mit sehr starker Überarbeitung durch Liszt. Der Beginn ist gestrichen und durch eine achttaktige autographe Version direkt darunter ersetzt. Darüber hinaus Überklebung der unteren beiden Systeme auf S. 28. Hier Ergänzung der letzten 16tel-Bebalkung mit blauem Stift. Strich der letzten drei Takte auf S. 29 sowie Komplettstreichung mit rotem und blauem Stift bis Ende des Stücks auf S. 32. Dafür legte Liszt einen separaten autographen Korrekturbogen ein (S. 30-32, Eigenpaginierung mit blauem Stift). Dieser ist mit schwarzer Tinte beschrieben und weist einige Rasuren auf. Auch hier kommt es auf S. 31 und insbesondere 32 zu vielen Streichungen mit rotem und blauem Stift. Liszt scheint verschiedene Akkordverbindungen ausprobiert zu haben. Der Schluss ist mit dem Doppelstrich in der Mitte des zweiten Systems markiert.",,,https://gallica.bnf.fr/ark:/12148/btv1b550086284/f4.item,DTie,,,
,,R 71 | S 186,Der Weihnachtsbaum,F-Pn,Ms. 180,,Charles Malherbe Conservatoire Nal de Musique Paris,Partitur,,,x,,,,VIII | Vieux Noël provençal.,"zS (schwarze Tinte), Liszt (schwarze Tinte)",Kl,Allegro,,,,,,,,,"zS (schwarze Tinte), Liszt (schwarze und violette Tinte)",S. 33-36 (von 18 Blatt),"Hochformat, 330 x 250 mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Abschrift mit einigen Rasuren und Korrekturen/Ergänzungen von Liszt, die dieser auf den Seiten 34 und 35 mit violetter Tinte anbringt. Dabei geht es hauptsächlich um die Auflösung der akkordischen Begleitung in eine Achtelbewegung in der linken Hand. ",,,https://gallica.bnf.fr/ark:/12148/btv1b550086284/f15.item,DTie,,,
,,R 71 | S 186,Der Weihnachtsbaum,F-Pn,Ms. 180,,Charles Malherbe Conservatoire Nal de Musique Paris,Partitur,,,x,,,,"IX | Abendglocken

IX ","zS (schwarze Tinte), Liszt (blauer Stift, roter Stift)",Kl,Andantino affetuoso,,,,,,,,,"zS (schwarze Tinte), Liszt (schwarze und violette Tinte, roter und blauer Stift)",S. 37-41 (von 18 Blatt),"Hochformat, 330 x 250 mm, 12 Notenzeilen, handrastriert; Hochformat, 303-312 x 209-231 mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,"Ganzseitige Überklebung zu Beginn sehr schief geschnitten; der rote Stift ist eher ""hautfarben""",,"Beginn der Abschrift komplett verworfen, ebenso ein ""Korreketurversuch"", stattdessen ganzseitige autographe Überklebung. Auch hier Strich von fünf Takten mit blauem Stift sowie Durchnummerierung ab dem vierten System (A-T mit blauem und anschließend U-X mit rotem Stift. Auf der Verso-Seite der Überklebung befindet sich ein weiterer Versuch Liszts mit dem Beginn, der im Vergleich zur Abschrift erheblich um eine einstimmige Melodie in der linken Hand (una corda, legato, 16 Takte) erweitert wird. Auf S. 38 weitere große Überklebung mit autographer Korrektur von zwei Systemen. In der Mitte Schlüsselung und Beginn des Notats mit violetter Tinte, wurde aber abgebrochen und im untersten System mit schwarzer Tinte weitergeführt. Oktavierung der letzten beiden Takte mit violetter Tinte. S. 39 Strich des dritten Systems mit rotem und blauem Stift sowie Wiederholung (""A B C D E- bis T | [roter Stift:] V W""), dann Markierung mit blauem Stift, dass es mit der untersten Zeile der Abschrift weitergeht. S. 41 Streichung des Schlussakkordes sowie einer weiteren autographen Variante danach, gültige Version im untersten System mit schwarzer Tinte notiert. ",,"Kopftitel: Ursprünglicher Titel von Liszt zunächst ergänzt, aber mit rotem Stift gestrichen: Römischer Abend | (Soir romain.)",https://gallica.bnf.fr/ark:/12148/btv1b550086284/f19.item,DTie,,,
,,R 71 | S 186,Der Weihnachtsbaum,F-Pn,Ms. 180,,Charles Malherbe Conservatoire Nal de Musique Paris,Partitur,,,x,,,,X | Jadis | (Ehemals),"zS (schwarze Tinte), Liszt (schwarze Tinte)",Kl,Quasi Andante,,,,,,,,,"zS (schwarze Tinte), Liszt (schwarze Tinte, roter und blauer Stift)",S. 42-47 (von 18 Blatt),"Hochformat, ca. 330 x 250 mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,Papier teilweise links stark beschädigt und restauriert,,"Abschrift mit umfangreichen Überarbeitungen. So Strich des Beginns mit blauem Stift und autographes Notat der neuen Version. S. 43 ebenfalls Strich und Korrektur des ersten Systems. S. 44 nachträgliche und intensive Einfügung von ""Bis""-Wiederholungszeichen mit blauem Stift (fünfmal auf der Seite). S. 45 Korrektur und verworfene Alternative der letzten beiden Takte im ersten System. S. 46 oben, T. 3 und 4, Alternative und Hinweis, diese nicht zu wiederholen. Schließlich Strich des Schlusses mit blauem Stift; vom Schluss finden sich auch zwei Versionen, bevor Liszt das Stück mit der einstimmigen Linie abschließt.",,,https://gallica.bnf.fr/ark:/12148/btv1b550086284/f28.item,DTie,,,
,,R 71 | S 186,Der Weihnachtsbaum,F-Pn,Ms. 180,,Charles Malherbe Conservatoire Nal de Musique Paris,Partitur,,,x,,,,XI | Ungarisch,"zS (schwarze Tinte), Liszt (schwarze Tinte)",Kl,Maestoso. Tempo di marcia,,,,,,,,,"zS (schwarze Tinte), Liszt (schwarze und violette Tinte, roter und blauer Stift)",S. 48-51 (von 18 Blatt),"Hochformat, ca. 330 x 250 mm, 12 Notenzeilen, handrastriert; Hochformat, 328 x 256 mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,Papier teilweise links stark beschädigt und restauriert,,"Abschrift mit deutlichen Überarbeitungsspuren. Striche und ""Bis""-Anweisungen mit blauem und rotem Stift sowie autographe Korrekturen mit schwarzer Tinte. Alternative auf S. 49 mit autographer Notation, Abschrift mir rotem Stift gestrichen. Vereinzelt Zusätze und Korrekturen im Autograph mit violetter Tinte (S. 49, letztes System). S. 50 Markierung der letzten beiden Takte des ersten Systems mit blauem Stift mit ""A- B-"". Notentext der Seite jedoch komplett mit rotem Stift gestrichen. Schluss findet sich auf einem extra beiliegenden Einzelblatt (S. 50/51), das mit schwarzer (Notentext) und violetter Tinte (Zusätze) beschrieben ist. Das Ende des Stücks ist mit ""Fine"" mit rotem Stift markiert.",,,https://gallica.bnf.fr/ark:/12148/btv1b550086284/f34.item,DTie,,,
,,R 71 | S 186,Der Weihnachtsbaum,F-Pn,Ms. 180,,Charles Malherbe Conservatoire Nal de Musique Paris,Partitur,,,x,,,,,,Kl,,,,,,,,,,"zS (schwarze Tinte), Liszt (violette Tinte, roter und blauer Stift)",S. 62 (von 18 Blatt),"Hochformat, 332 x 251 mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,"neues, helleres Papier, auch Rastrierung ist anders als beim Rest der Quelle",,"Der Quelle liegt noch ein Einzelblatt mit einer Abschrift von fremder Hand (zS2, möglicherweise Wilhelm Weber?) bei. Notation ist komplett von Liszt mit rotem Stift gestrichen, darunter Hinweis mit blauem Stift, ""weiter Seite 40 - 50 - 51"" Unklar zunächst, warum das Blatt mit ""62"" paginiert ist und wo es musikalisch hingehört. Violette Tinte nur als Abdruck am unteren Rand zu sehen, keine Notation.",Wo gehört das hier hin?,,https://gallica.bnf.fr/ark:/12148/btv1b550086284/f39.item,DTie,,,
,,R 488 | S 12,Requiem,F-Pn,Ms 183,16301,Conservatoire Nal de Musique Paris,Partitur,korrigierte Stichvorlage,x,,,F.Liszt / Requiem,,,,"MCh (TTBB), Org",,,,,,,,,,"zS (schwarze Tinte), Liszt (schwarze Tinte, roter und blauer Stift), Dr (Bleistift)","31 Blatt (Einband, Vorsatz, 61 Seiten Notentext, 1 Leerseite, paginiert)","Querformat, 257 x ca. 345 mm, 16 Notenzeilen, handrastriert; gelöste Überklebung S. 27a, Querformat, 138 x 253 mm, 12 Notenzeilen, handrastriert; gelöste Überklebung S. 39a, Querformat, 116 x 328 mm, 10 Notenzeilen, handrastriert ",,"G. Repos | Lebrain-Edition | 70, rue Bonaparte | Paris",,,,,,,,,,"Papier ist sehr dick, weist einige Flecken auf. Bindung ist nicht wie sonst üblich in Bnf über Papierstreifen, sondern in einem ""Buch""; gesamte Quelle wurde längs der Mitte gefaltet (zumindest bis zum ""Sanctus"" auch sichtbar; abgeschnittener Buchrücken des Einbandes ist nach der letzten Seite eingeklebt, liest sich: ""F.LISZT / REQUIEM""; Buchrücken in derzeitiger Version wohl erneuert / kopiert
graugelblicher Schutzumschlag (265 x 355 mm), 2 Schutzblatt",,Saubere Reinschrift mit nur wenigen Eintragungen und zwei Überklebungen durch Liszt.,"Sehr saubere Abschrift, nur wenig Liszt-Annotationen",Titelei: s. Beschreibung physischer Merkmale,https://gallica.bnf.fr/ark:/12148/btv1b74002380,DTie,,,
,,R 488 | S 12,Requiem,F-Pn,Ms 183,,Conservatoire Nal de Musique Paris,Partitur,korrigierte Stichvorlage,,x,,,,Requiem,zS (schwarze Tinte),"MCh (TTBB), Org",Andante sostenuto,,Lateinisch,Requiem aeternam dona eis Domine,,,,,,"zS (schwarze Tinte), Liszt (schwarze Tinte, blauer Stift), Dr (Bleistift)",S. 1-7 (von 31 Blatt),,,,,,,,,,,,,,,"Saubere Abschrift mit nur wenigen Korrekturen von Liszt. Soli werden mit schwarzer Tinte hervorgehoben. Zudem Hinzufügung des Crescendo mit blauem Stift im zweiten System auf S. 3. Bleistifteintragungen des Druckers, teilweise korrigiert.",,,https://gallica.bnf.fr/ark:/12148/btv1b74002380/f5.item,DTie,,,
,,R 488 | S 12,Requiem,F-Pn,Ms 183,,Conservatoire Nal de Musique Paris,Partitur,korrigierte Stichvorlage,,x,,,,Dies irae,zS (schwarze Tinte),"MCh (TTBB), 2 Trp in Es, 2 Pos, Pk ad lib., Org",Molto mosso,,Lateinisch,"Dies irae, Dies illa",,,,,,"zS (schwarze Tinte), Liszt (schwarze Tinte, roter Stift), Dr (Bleistift)",S. 8-30 (von 31 Blatt),,,,,,,,,,,,,Überklebung / ad libitum-Einlage stammt von einem anderen Blatt,,"Saubere Abschrift mit nur wenigen Korrekturen von Liszt. Soli werden mit schwarzer Tinte hervorgehoben. S. 9 Hinweis mit schwarzer Tinte unter dem Notentext: ""NB - pour le Graveur: | gravez ces trois lignes des Trompettes, Trombones et Timballes, en petites notes."" (wiederholt auf S. 12). S. 27 Hinweis mit rotem Stift: ""Vide Timballes, Trompettes | et Trombones"", darunter eingebundene Überklebung mit autographer Notation der drei instrumente sowie Reduktion der ""Voix"" mit lateinischem Text. Dazu notiert Liszt mit schwarzer Tinte: ""Trimpalles, Trompettes et Trombones pour lib [?], Pages 27 et 28. | à graves en petites notes."" Bleistifteintragungen des Druckers, teilweise korrigiert.",,,https://gallica.bnf.fr/ark:/12148/btv1b74002380/f14.item,DTie,,,
,,R 488 | S 12,Requiem,F-Pn,Ms 183,,Conservatoire Nal de Musique Paris,Partitur,korrigierte Stichvorlage,,x,,,,Offertorium,Liszt (schwarze Tinte),"MCh (TTBB), Org",Andante con moto,,Lateinisch,Domine Jesu Christe,,,,,,"zS (schwarze Tinte), Liszt (schwarze Tinte, blauer Stift), Dr (Bleistift)",S. 31-40 (von 31 Blatt),,,,,,,,,,,,,Überklebung stammt von einem anderen Blatt,,"Saubere Abschrift mit nur wenigen Korrekturen von Liszt. Titel erstmals von Liszt selbst geschrieben. S. 39 autographe Überklebung des unteren Systems, Noten und Text mit schwarzer Tinte. S. 40 Streichung der ersten beiden Takte mit blauem Stift (obsolet, da Überklebung). Bleistifteintragungen des Druckers, teilweise korrigiert.",,,https://gallica.bnf.fr/ark:/12148/btv1b74002380/f39.item,DTie,,,
,,R 488 | S 12,Requiem,F-Pn,Ms 183,,Conservatoire Nal de Musique Paris,Partitur,korrigierte Stichvorlage,,x,,,,Sanctus,zS (schwarze Tinte),"MCh (TTBB), 2 Trp in D, Hr in F, 2 Pos, Pk ad lib., Org","Lento, maestoso assai",,Lateinisch,Sanctus Sanctus Sanctus,,,,,,"zS (schwarze Tinte), Liszt (schwarze Tinte, blauer Stift), Dr (Bleistift)",S. 41-53 (von 31 Blatt),,,,,,,,,,,,,,,"Saubere Abschrift mit nur wenigen Korrekturen Liszts, Titel autograph. Erneut mit Blechbläser und Pauke ad lib. Hier auch eine Hornstimme vorgesehen, die Liszt nachträglich aber wieder mit blauem Stift gestrichen hat (S. 43/44 sowie 51). Bleistifteintragungen des Druckers, teilweise korrigiert.",,,https://gallica.bnf.fr/ark:/12148/btv1b74002380/f51.item,DTie,,,
,,R 488 | S 12,Requiem,F-Pn,Ms 183,,Conservatoire Nal de Musique Paris,Partitur,korrigierte Stichvorlage,,x,,,,Agnus Dei,zS (schwarze Tinte),"MCh (TTBB), Org",Lento,,Lateinisch,Agnus Dei qui tollis peccata mundi,,,,,,"zS (schwarze Tinte), Liszt (schwarze Tinte), Dr (Bleistift)",S. 54-61 (von 31 Blatt),,,,,,,,,,,,,,,"Saubere Abschrift mit nur wenigen Korrekturen Liszts, Titel autograph. Bleistiftkrakel unten auf S. 58. S. 61, Ende der Komposition; nach Doppelstrich ""L. D."" und Signatur durch Liszt mit schwarzer Tinte. Bleistifteintragungen des Druckers, teilweise korrigiert.",,,https://gallica.bnf.fr/ark:/12148/btv1b74002380/f64.item,DTie,,,
,,R 426 | S 109,Dante Symphonie (Magnificat),D-BHna,NA II C h Nr. 5,,,Stimme,,,,,,,Magnificat | III Soprano.,Wilhelm Weber (schwarze Tinte),S ,L'istesso tempo,,Lateinisch,Magnificat anima mea Dominum,,,,,,"[Wilhelm Weber 1251653111] (schwarze Tinte), Liszt (blauer Stift, Bleistift?)",2 Blatt zu 1 Bogen (4 Seiten Notentext),"Hochformat, 335 x 245 mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,"Bogen unsauer zusammengelegt (daher Abweichungen in Abmessungen), längs und quer gefaltet und aufgewahrt. Weist Lagerungsspuren und Eintragungen von vier (!) Archivaren auf.
Rückseite weist Flecken (Spuren eines Glases, das mindestens zweimal darauf abgestellt wurde, da zwei Ringe, auf).",,"Korrektur der sauberen Stimmabschrift Wilhelm Webers durch Liszt persönlich, mit blauem Stift. Dies ist deutlich zu erkennen auf Blatt 2r, wo Liszt das vierte bis siebte System mit blauem Stift streicht und am Ende der Seite unter Webers Notat die Korrektur mit blauem Stift anführt (Identifikation über Schrift und Auflösungszeichen). Spuren blauer Farbe auf Blatt 1v als Abrieb von Liszts Korrekturen. Bleistiftstrich bei dem vorletzten ""hallelu_ja"" auf Blatt 2v, 2. System, 2. Takt, möglicherweise von Liszt, aber nicht belegbar.
Webers Schrift wurde oben auf der ersten Seite (Blatt 1r)mit Bleistift von einem Archivar vermerkt. Auf der Rückseite des Bogens (Blatt 2v) verewigten sich gleich drei weitere: 1) Bleistift: ""Correcturen sind von F. Liszt"", 2) kobaltblauer Buntstift: ""Korrekturen | von Liszts Hand."" und 3), quer zur Seite, mit rotem Kugelschreiber [!!]: ""über | 100 Briefe | u. Karten | C. an fr."" [?]",Müsste zu den Stimmen aus Weimar gehören (A 13).,"Besetzung: dritte Stimme; ""III Soprano""

Kommentar auf maschinengeschriebenen Blatt RichWagArchiv:
""Die Kopie aus dem Schiller-Archiv, Weimar, soll nur als Beispiel für die Handschrift Wilhelm Webers gelten und ist uns 1981 von Frau Rena Mueller von der New York University zugeschickt worden. Diese Kopie ""Nonnenwerth - Andantino"" hat sonst keine Bedeutung für uns.""",https://digital.wagnermuseum.de/ncrw/content/titleinfo/93726,DTie,,,
,,R 157,Grande Marche d'Abdul Medjid-Kahn,A-Wn,Mus.Hs.37994,A/Liszt/7,Musiksammlung Österr. Nationalbibliothek,Partitur,korrigierte Stichvorlage,,,,,,F. Liszt | Grande Marche d'Abdul Medjid-Khan,"Liszt (schwarze Tinte, Rötel), Dr (schwarze Tinte)",Kl,"Andante, maestoso",,,,,,,,,"zS (schwarze Tinte), Liszt (schwarze Tinte, Rötel), Dr (schwarze Tinte, Bleistift)","8 Blatt zu 4 Bogen (16 Seiten Notentext, foliiert)","Hochformat, 365 x 276 mm, 10 Notenzeilen, handrastriert",,"[von fremder Hand] S. 3427 Berlin, Prepriété de Ad. M. Schlesinger",,S. 3427,,,,,,,,"robustes, dickes Papier, mit einigen Abnutzungsspuren",,"Korrigierte Stichvorlage, die aber ursprünglich anders intendiert war. Da die erste Seite autograph von Liszt ist (schwarze Tinte), ist es denkbar, dass er nach der Notation der drei Systeme die Abschrift einem zS überlassen hat. Die saubere Abschrift wurde dann von Liszt mit Rötel durchgesehen und korrigiert. Liszts Korrekturen greifen jedoch kaum in den Notentext ein, ergänzen einige Spielanweisungen, Arpeggien, Akzente oder Pausen sowie Crescendogabeln. Der Nachtrag des dritten ""b"" sowie der Hinweise ""Es dur | W."" auf Blatt 4r stammt nicht von Liszt (evtl. Drucker?). Am deutlichsten sind die Überarbeitungen von Liszt auf Blatt 7v und 8r zu sehen, wo noch viele Spielanweisungen, ein Bassschlüssel sowie Fingersätze und Oktavierungen nachgetragen wurden. Zudem Korrektur des ersten Akkordes im dritten Takt, zweites System auf Blatt 8r. Am Schluss der Abschrift findet sich Liszts flüchtige Notiz mit Rötel: ""envoyer moi les | epreuves à Weymar"".
Auf eine Stichvorlage weisen neben Plattennummer und Verlag auch die Notiz mit schwarzer Tinte ""Hochformat"" zu Beginn der Quelle sowie die Bleistifteintragungen und Zeilennummerierung des Druckers sowie dessen Kürzel am Ende der Abschrift hin. ",,Kopftitel: Erster Titel von Liszt mit schwarzer Tinte geschrieben und mit Rötel gestrichen: F. Liszt | grande Paraphrase de Cad [?] | Marche composée par J. Donizetti pour S. M. Le Sultan | Abdul-Medjid-Khan;  gültiger Titel von fremder Hand mit schwarzer Tinte,https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DTL_4059556,DTie,,,
,,aus [R 105a],2 Ungarische Rhapsodien,D-WRgs,GSA 60/P 1,,Liszt-Museum Weimar,Partitur,,x,,,3 | Ungarische Rhapsodien | symphonisch bearbeitet | von | F. Liszt,Liszt (Rötel),,,"Orch (Picc, 2 Fl, 2 Ob, 2 Klar in A, 2 Fg, 2 Hr in D, 2 Hr in F, Trp in D, 3 Pos, Tb, Pk, Vl, Vla, Vlc, Kb)",,,,,,,,,,"zS (schwarze Tinte), Liszt (schwarze Tinte, Rötel, Bleistift)","23 Blatt zu 10 Bogen und 2 Einzelblatt (1 Titelseite, 43 Seiten Notentext, 2 Leerseiten, paginiert)","Hochformat, ??? x ??? mm, 9 Notenzeilen, handrastriert; Querformat, ??? x ??? mm, 20 Notenzeilen, handrastriert",,,,,,,,,,,,"Titelbogen separat, hochkantiges Format, Rest der Quelle Querformat mit durchlaufender Paginierung","Quelle beinhaltet zwei orchestrierte ""Ungarische Rhapsodien"", die aus den Magyar Dalok extrahiert sind; Nr. 2 ist in fragmentarischer Form vorhanden.","Saubere Abschrift mit schwarzer Tinte, die viele Eintragungen, Ergänzungen und Korrekturen durch Liszt mit Rötel/Rötel, vereinzelt aber auch mit Tinte und Bleistift trägt. ",Umschlagsbogen mit Titel nicht komplett digitalisiert,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:198873,DTie,Noten s. NLGA Supp Bd. 7,,
,,aus [R 105a],2 Ungarische Rhapsodien,D-WRgs,GSA 60/P 1,,Liszt-Museum Weimar,Partitur,,,x,,,,N° 1,Liszt (Bleistift),"Orch (Picc, 2 Fl, 2 Ob, 2 Klar in A, 2 Fg, 2 Hr in D, 2 Hr in F, 2 Trp in D, 3 Pos, Tb, Pk, Vl, Vla, Vlc, Kb)",Mesto,,,,,,,,,"zS (schwarze Tinte), Liszt (Rötel, Bleistift)","13 Blatt zu 6 Bogen und 1 Einzelblatt (?) (25 Seiten Notentext, 1 Leerseite, paginiert)","Querformat, ??? x ??? mm, 20 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Saubere Abschrift von zS, die von Liszt redigiert und überarbeitet wurde. Das Gros seiner Eintragungen, Ergänzungen und Korrekturen trug Liszt mit Rötel ein (Dynamik, Phrasierung, Spielanweisungen etc.). Außerdem fügt er an einigen Stellen auch weitere Töne/Noten ein; so beispielsweise unten auf S. 5 und 6 die Ergänzung des Kontrabasses sowie S. 19, 20 und 21 in den Streichern und Blech. Verweiszeichen und Hinweis mit Rötel rechts auf S. 11: ""(:+:) | Piccolo | und Flaute | tacet | ausgenommen | den 5ten | und 6ten | Takt"". S. 15 Komplettstreichung des zehnten Takts mit Rötel. S. 22 Wiederholung mit AB-Bezeichnung sowie Hinzufügung eines Blechbläsersatzes im Viertelrhythmus. S. 24 Streichung der letzten drei Takte mit Tinte (wohl vom Schreiber), darunter Ergänzung der Basslinie von Liszt mit Rötel. Alternativer bzw. neuer Schluss auf S. 25. Die Paginierung stammt von Liszt mit Bleistift.","Von Raabe sind die unterschiedlichen Stücke / Magyar Dalok identifiziert und mit Bleistift notiert, S. 3, ""Anfang nach Magyar Dallok 1 Heft | (I, 10 8) | R."", S. 9 (nach Mag. Dall. 1. Heft Nr. 5 | (I 10 8) R."", S. 17, ""Vgl. Magy Dallok, 4 Heft | S. 14 R. | Von hier ab III ???-) Rhaps | R."" ",Kopftitel: Archivalische Ergänzung von Raabe mit Bleistift: (nachher = VI Rhapsodie),https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:198873,DTie,,,
,,aus [R 105a],2 Ungarische Rhapsodien,D-WRgs,GSA 60/P 1,,Liszt-Museum Weimar,Partitur,,,x,,,,N° 2,Liszt (Bleistift),"Orch (Picc, 2 Fl, 2 Ob, 2 Klar in B, 2 Fg, 2 Hr in tief B, 2 Hr in G, 2 Trp in D, 3 Pos, Tb, Pk, Vl, Vla, Vlc, Kb)",Lento,,,,,,,,,"zS (schwarze Tinte), Liszt (schwarze Tinte, Rötel, Bleistift)","9 Blatt zu 4 Bogen und 1 Einzelblatt [?] (18 Seiten Notentext, paginiert)","Querformat, ??? x ??? mm, 20 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Saubere Abschrift von zS, die von Liszt redigiert und überarbeitet wurde. Das Gros seiner Eintragungen, Ergänzungen und Korrekturen trug Liszt mit Rötel ein (Dynamik, Phrasierung, Spielanweisungen etc.). Er ergänzt und korrigiert hier jedoch auch mit schwarzer Tinte, so unten auf S. 28 die Kontrabassstimme, und mit Bleistift, so den Akzent im Horn auf S. 29 (T. 4) sowie die Legatobögen auf S. 43. Striche und Korrekturen sind in diesem Abschnitt wesentlich häufiger als vorher aufzufinden, insbesondere was die Korrektur von Noten anbelangt (bspw. das Fagott-Solo auf S. 30). Fast auf jeder Seite kommt es zu Streichungen bzw. Eingriffen in den Notentext durch Liszt (auf S. 37 ist die Streichung mit ""weg"" versehen). S. 42 Streichung der letzten beiden Takte sowohl mit Rötel als auch mit Bleistift, mit letzterem notiert Liszt darunter ""weg"". 
Die Abschrift bricht unvermittelt auf S. 44 ab, die Paginierung stammt von Liszt und ist durchgängig.","Von Raabe mit Bleitift stammt der Zusatz, ""nach Motiven aus der | 5ten (Reviczky-)Rhapsodie | (verz. Magyar Dallok 1 siehe. N°6"".
Wohlmöglich fehlt der Rest bzw. ist an einem anderen Ort gelagert?",wo ist der Schluss der Orchesterfassung?,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:198873,DTie,,,
