"(Verknüpfung)
Identifier | Nr.",RISM ID no.,WVZ-Nr.,"Titel (normiert, nach MGG)",Bestandeshaltende Institution,"Signatur, neu","Signatur, vormalig",Besitzvermerk (intern),Stadium der Werkgenese,Autographe Funktion,,Übergeordnete Quelle,Untergeordnete Quelle,RISM-Nr. der übergeordneten Quelle,Titelei Umschlag oder Titelblatt,Kommentarfeld zu: Titel (der Quelle) Titelblatt | Umschlag,Kopftitel,Kommentarfeld zu: Titel (der Quelle) Notentext,Besetzung (normiert),Tempoangabe (normiert),Sprachcode,Text-Incipit (diplomatisch),Widmung (diplomatisch),Kommentar zur Widmung,Datierung (diplomatisch),Datierung (maschinenlesbar),Datierung ermittelt maschinenlesbar,Datierung Kommentar,Datierung Ort nach GND,Datierung Ort ermittelt,GND-Nr. Ort,Schrift (fremder Hand),Umfang,Papiermaß,Bezug zu Druck: Verlags-GND-Nr.,Bezug zu Druck: Plattennr.,Provenienz,Provenienz (diplomatisch),weitere Provenienzangabe,Beschreibung physischer Merkmale, Inhalt,"Notizen zur Quelle (vormals ""Beschreibung"", bleibt intern)",Kommentar,Kommentar intern,Digitalisat,Bearbeiter,"Sonstige Infos, Ausgaben, Permalinks",Provenienz Station 1,Provenienz Station 2,Provenienz Station 3
,,R 655 | S 347,Vor hundert Jahren,F-Pn,Ms. 161,,,Arbeitsmanuskript,Korrekturen oder Einschübe,,x,,,"Liszt | Probablement: musique de scène pour | la pièce de Halm composée en 1859 | pour la centenaire de Schiller | Vor 100 Jahren | inédit? | cf. Ramann, II, 2, p. 131 | Ms. 161",von fremder Hand (Archivar) mit Bleistift,,,Chor und Orch,,Dt,,,,,,,,,,,"Liszt (schwarze Tinte, roter und blauer Stift, Bleistift)","7 Blatt zu 3 Bogen und einem Einzelblatt, 14 Seiten Notentex, paginiert,
Einband mit grauorangenem Muster, 1 Registerblatt, 7 Schutzblatt","1) Hochformat, 341 x 267 mm, 30 Notenzeilen, gedruckt ([impregniert:] M. BAUER& S | WEIMAR)
2) Hochformat, 353 x 366 mm, 32 Notenzeilen, gedruckt [ohne Impregnierung]
Umschlag: 372 x 313 mm",,,Charles Malherbe Conservatoire Nal de Musique Paris,CHARLES MALHERBE | CONSERVATOIRE NAL DE MUSIQUE PARIS,,Quelle weist zwei unterschiedliche Blatt/Bogen-Größen auf,,Die unterschiedlichen Einschübe und Korrekturen weisen unterschiedliche Stadien der Bearbeitung auf.,,,https://gallica.bnf.fr/ark:/12148/btv1b55002052b,DTie,,,,
,,R 655 | S 347,Vor hundert Jahren,F-Pn,Ms. 161,,,Arbeitsmanuskript,Korrekturen oder Einschübe,,,x,,,,Das Auftreten der Poesie (Seite 3 - des Manuscripts -),Liszt (Bleistift),"Orch (Klar in A, Fg)",Sanfmütig und erhoben,,,,,,,,,,,,"Liszt (schwarze Tinte, blauer Stift, Bleistift)",[S. 1],"1) Hochformat, 341 x 267 mm, 30 Notenzeilen, gedruckt ([impregniert:] M. BAUER& S | WEIMAR)",,,Charles Malherbe Conservatoire Nal de Musique Paris,CHARLES MALHERBE | CONSERVATOIRE NAL DE MUSIQUE PARIS,,,,"Instrumentaler Einschub, relativ sauber notiert, mit Rasuren und Vorzeichenkorrekturen mit blauem Stift. Der Wechsel der Schlusstakte bei der Wiederholung ist mit Bleistift angezeigt.",,,https://gallica.bnf.fr/ark:/12148/btv1b55002052b/f3.item,DTie,,,,
,,R 655 | S 347,Vor hundert Jahren,F-Pn,Ms. 161,,,Arbeitsmanuskript,Korrekturen oder Einschübe,,,x,,,,"tritt ein mit | Ende der Seite 11 - und dann weiter Seite 12, 13, 14, 15, 16 - | des Manuscripts |
Parzenlied","Liszt (blauer Stift, Bleistift)

""Parzenlied"" mit blauem Stift","Singst, Orch (Fl, Ob, Klar in B, Fg, 2 Hr, Trp in F, Vl, Vla, Vlc, Kb)",Andante un poco mosso,Dt,Und warum sollt es nicht,,,,,,,,,,"Liszt (schwarze Tinte, blauer Stift, Bleistift)",[S. 2-4],"1) Hochformat, 341 x 267 mm, 30 Notenzeilen, gedruckt ([impregniert:] M. BAUER & S | WEIMAR)",,,Charles Malherbe Conservatoire Nal de Musique Paris,CHARLES MALHERBE | CONSERVATOIRE NAL DE MUSIQUE PARIS,,"Bogen ist S. 1/2 und 13/14; S. 3/4 ist ein eingebundenes Einzelblatt, das am rechten Rand stark ausgefranst ist. ",,"Einschub/Korrektur mit vielen Rasuren, Strichen und Korrekturen, hauptsächlich mit schwarzer Tinte, die Protagonisten ""Germania"" und ""Poesie"" werden mit blauem Stift bezeichnet.",,,https://gallica.bnf.fr/ark:/12148/btv1b55002052b/f4.item,DTie,,,,
,,R 655 | S 347,Vor hundert Jahren,F-Pn,Ms. 161,,,Arbeitsmanuskript,Korrekturen oder Einschübe,,,x,,,,Ende Seite 19 -,Liszt (Bleistift),"Klar in A, Hr in Es",,Dt,,,,,,,,,,,"Liszt (schwarze Tinte, roter und blauer Stift, Bleistift)",[S. 5],"2) Hochformat, 353 x 366 mm, 32 Notenzeilen, gedruckt",,,Charles Malherbe Conservatoire Nal de Musique Paris,CHARLES MALHERBE | CONSERVATOIRE NAL DE MUSIQUE PARIS,,,,"Neutaktige Korrektur, Noten mit schwarzer Tinte, ebenso der teilweise gestrichene Erklärungstext. Hinzufügung der Stimmung von Klarinetten in A und Hörnern in Es mit rotem Stift, das ""NB"" ist mit blauem Stift geschrieben, der Text mit Tinte: ""NB je nachdem die musikalische Begleitung stärker oder schwächer gewünscht wird, | können entweder die Clarinetten allein, oder die Hörner allein - | oder beide zusammen gebraucht werden.""",,,https://gallica.bnf.fr/ark:/12148/btv1b55002052b/f7.item,DTie,,,,
,,R 655 | S 347,Vor hundert Jahren,F-Pn,Ms. 161,,,Arbeitsmanuskript,Korrekturen oder Einschübe,,,x,,,,Seite 22 | (Die Felswand im Hintergrund der Bühne öffnet sich etc) | Schiller's Haus in Marbach -,"Liszt (Bleistift) 

""Schiller's Haus in marbach"" mit Tinte geschrieben","Orch (Fl, Ob, Klar in A, Hr in D, Vla, Vlc)",,Dt,,,,,,,,,,,"Liszt (schwarze Tinte, Bleistift)",[S. 5],"2) Hochformat, 353 x 366 mm, 32 Notenzeilen, gedruckt",,,Charles Malherbe Conservatoire Nal de Musique Paris,CHARLES MALHERBE | CONSERVATOIRE NAL DE MUSIQUE PARIS,,,,"Notation fast ausschließlich mit schwarzer Tinte; Abbreviaturen A-H, sogleich Wiederholung.",,,https://gallica.bnf.fr/ark:/12148/btv1b55002052b/f7.item,DTie,,,,
,,R 655 | S 347,Vor hundert Jahren,F-Pn,Ms. 161,,,Arbeitsmanuskript,Korrekturen oder Einschübe,,,x,,,,Seite 25 - | (Musik in der bekannten Weise - XXX Leben XXX [?]),Liszt (schwarze Tinte),"Orch (Fl, Ob, Klar in B, Fg, Hr in F, Trp, 3 Pos, Bpos, Pk, Vl, Vla, Vlc, Kb)",stürmisch,Dt,,,,,,,,,,,"Liszt (schwarze Tinte, blauer Stift, Bleistift)",[S. 6-7],"2) Hochformat, 353 x 366 mm, 32 Notenzeilen, gedruckt",,,Charles Malherbe Conservatoire Nal de Musique Paris,CHARLES MALHERBE | CONSERVATOIRE NAL DE MUSIQUE PARIS,,,,"Relativ saubere Korrektur, mit einigen Strichen. Nach dem Doppelstrich im zweiten System Hinweis mit Tinte: ""NB nach Erfordernis der Declamation | kann die ganze Stelle auch pp con sordini | gespielt werden wo dann die Posaunen | und Hörner wegbleiten"". Erweiterung der F zum FF durch Bleistifteintragung. Auch hier Einsatz von Abbreviaturen, A-D sowie I-VI. Eine ""2te Variation"", die ganz unten auf S. 7 mit NB bezeichnet ist, wurde nachträglich wieder mit blauem Stift gestrichen.",,,https://gallica.bnf.fr/ark:/12148/btv1b55002052b/f8.item,DTie,,,,
,,R 655 | S 347,Vor hundert Jahren,F-Pn,Ms. 161,,,Arbeitsmanuskript,Korrekturen oder Einschübe,,,x,,,,Seite 32 (Musik leise anschwellen) und bei Eröffnung,Liszt (schwarze Tinte),"Orch (Picc, Fl, Ob, Klar in B, Fg, Hr in Es, Trp, Pos, Trg, Bck, Pk, Vl, Vla, Vlc, Kb)",Maestoso,Dt,,,,,,,,,,,Liszt (schwarze Tinte),[S. 8-9],"2) Hochformat, 353 x 366 mm, 32 Notenzeilen, gedruckt",,,Charles Malherbe Conservatoire Nal de Musique Paris,CHARLES MALHERBE | CONSERVATOIRE NAL DE MUSIQUE PARIS,,,,"Relativ saubere Korrektur, ausschließlich mit schwarzer Tinte, unten auf S. 9 fügt Liszt freihändig die Stimmen von Triangel und Becken hinzu",,,https://gallica.bnf.fr/ark:/12148/btv1b55002052b/f10.item,DTie,,,,
,,R 655 | S 347,Vor hundert Jahren,F-Pn,Ms. 161,,,Arbeitsmanuskript,Korrekturen oder Einschübe,,,x,,,,Zu Seite 34 - nach dem Tableau | Seite 37 | Seite 39,Liszt (schwarze Tinte),"Orch (Fl, Ob, Klar, Fg, Hr, Vl, Vla, Vlc,Kb)",,Dt,,,,,,,,,,,Liszt (schwarze Tinte),[S. 10],"2) Hochformat, 353 x 366 mm, 32 Notenzeilen, gedruckt",,,Charles Malherbe Conservatoire Nal de Musique Paris,CHARLES MALHERBE | CONSERVATOIRE NAL DE MUSIQUE PARIS,,,,"Drei kurze Korrekturen | Ergänzungen zu Seite 34, 37 und 39. Mit schwarzer Tinte und wenigen Korrekturen geschrieben.",,,https://gallica.bnf.fr/ark:/12148/btv1b55002052b/f12.item,DTie,,,,
,,R 655 | S 347,Vor hundert Jahren,F-Pn,Ms. 161,,,Arbeitsmanuskript,Korrekturen oder Einschübe,,,x,,,,Nach dem eten Tableau (wenn nöthig ?) Seite 41.,Liszt (schwarze Tinte),"Orch (Picc, Fl, Ob, EHr, Klar in A, Fg, Hr in F, Trp in Es, Pos [tacet], Bck, grTr, Pk, Vl, Vla, Vlc, Kb)",,Dt,,,,,,,,,,,"Liszt (schwarze Tinte, roter Stift)",[S. 11-12],"2) Hochformat, 353 x 366 mm, 32 Notenzeilen, gedruckt",,,Charles Malherbe Conservatoire Nal de Musique Paris,CHARLES MALHERBE | CONSERVATOIRE NAL DE MUSIQUE PARIS,,,,"Weitere Einschübe und Korrekturen, Notentext mit schwarzer Tinte geschrieben, Zusätze und Einsätze mit roter Tinte. So zu ""Seite 49 -"" offenbar vier Korrekturen (mit A-D bezeichnet). Auf S. 12 ist der ""Schluss"" komponiert.",,,https://gallica.bnf.fr/ark:/12148/btv1b55002052b/f13.item,DTie,,,,
,,R 655 | S 347,Vor hundert Jahren,F-Pn,Ms. 161,,,Arbeitsmanuskript,Korrekturen oder Einschübe,,,x,,,,[...],,"Orch (Fl [tacet], Hr) [sonst keine Bezeichnung]",,,,,,,,,,,,,Liszt (schwarze Tinte),[S. 13],"1) Hochformat, 341 x 267 mm, 30 Notenzeilen, gedruckt ([impregniert:] M. BAUER& S | WEIMAR)",,,Charles Malherbe Conservatoire Nal de Musique Paris,CHARLES MALHERBE | CONSERVATOIRE NAL DE MUSIQUE PARIS,,,,"Korrekturblatt ohne anzeige, mit Rasuren und Taktnummerierung 19-26 (oberer Rand) und 27-2[4] (unterer Rand), allerdings komplett gestrichen.",,,https://gallica.bnf.fr/ark:/12148/btv1b55002052b/f15.item,DTie,,,,
,,R 655 | S 347,Vor hundert Jahren,F-Pn,Ms. 161,,,Arbeitsmanuskript,Korrekturen oder Einschübe,,,x,,,,zu den 8 letzten Takte des Parzenliedes,Liszt (schwarze Tinte),"Orch (Hr in F, Trp, Bpos, Pk)",,,,,,,,,,,,,Liszt (schwarze Tinte),[S. 14],"1) Hochformat, 341 x 267 mm, 30 Notenzeilen, gedruckt ([impregniert:] M. BAUER& S | WEIMAR)",,,Charles Malherbe Conservatoire Nal de Musique Paris,CHARLES MALHERBE | CONSERVATOIRE NAL DE MUSIQUE PARIS,,,,"Korrektur respektive Ergänzung Blechbläser und pauken zum Pagenlied; acht Takte, mit schwarzer Tinte geschrieben.",,,https://gallica.bnf.fr/ark:/12148/btv1b55002052b/f16.item,DTie,,,,
,,R 424 | S 107,Von der Wiege bis zum Grabe,F-Pn,Ms. 179,,,Arbeitsmanuskript,Korrekturblatt,,,x,,,,"Correctur Blatt, zur Seite 3. ",Liszt (schwarze Tinte),"Orch (2 Fg, 4 Hr, 2 Trp in E, Bpos, Tb, Bck, Pk, Vlc, Kb)",,,,,,,,,,,,,"Liszt (schwarze und rote Tinte, roter und blauer Stift)","2 Blatt zu 1 Bogen, 4 Seiten Notentext,
weißer Schutzumschlag","Hochformat, 356 x 279, 22 Notenlinien, gedruckt (B & H. No. 13. C.),
Umschlag: 366 x 299 mm",,,Charles Malherbe Conservatoire Nal de Musique Paris,CHARLES MALHERBE | CONSERVATOIRE NAL DE MUSIQUE PARIS,,,,"Korrekturbogen enthält mehrere Stellen, die in die Partitur des 2. Satzes eingefügt werden müssen (Kampf ums Leben).
Zunächst Korrekturen auf Blatt 1r ""zu Seite 3."" (mit blauem Stift auch als ""A"" bezeichnet) sowie zur Analogstelle ""zu Seite 6"" (beides mit roter Tinte angezeigt"". Notentext mit schwarzer Tinte (und vielen Rasuren), Ergänzungen teilweise mit roter Tinte. Die Einfügungen sind deutlich bezeichnet: ""weiter | Seite 2 | die 2 letzten | Takte -"" und "" weiter Seite 6 (die 7ben letzten Takte"".
Auf Blatt 1v folgt die ""Fortsetzung der Hörner"", wobei das erste System gestrichen ist.
Auf Blatt 2r folgt das mit roter Tinte angezeigte: ""Ergänzungs Blatt zu Seite 8 | due 4 letzten Takte | nach den 10 Pausen - | dann weiter Seite 9 -"" Notiert sind 4 Hr, 2 Trp in E, Bassposaune und Tuba, Pauken (H-Dis) sowie Becken, das nachträglich hinzugefügt sein dürfte. In der Notation finden sich Rasuren sowie Striche mit blauem und rotem Stift.
Auf der Rückseite Blatt 2v ist der Schluss mit den 10 Takten Pauke und der Fermate auf einer Zeile notiert. Liszt schreibt mit roter Tinte, ""das übrige Orchester pausirt 10 Takte, und [Fermate]"". Nach dem Doppelstrich Hinweis, ""weiter | Seite 10.""",Hier ist einmal das Korrektur- bzw. Ergänzungsblatt in derselben Quelle enthalten.,,https://gallica.bnf.fr/ark:/12148/btv1b550064650/f31.item,DTie,,,,
,,-,-,US-NYpm,Cary 585-586 L774.C824 ,,Signaturen Morgan Library unklar: Call und Accession Number in Datenbank,Arbeitsmanuskript,Korrekturblatt,,x,,,,,,,Kl,,,,,,12/11 47 Aus Constantinopel von F. Liszt gesendet,1847-11-12,,von fremder Hand mit braunem Stift geschrieben,Istanbul,,4027821-9,"Liszt (schwarze Tinte), fremde Hand (brauner Stift)","1 Blatt, 2 Seiten Notentext","Querformat, ca. 251 x 325 mm, 10 Notenzeilen, handrastriert",,,,,,"Papier ist zweimal stark gefaltet (hochkant), evtl auf Briefformat",,Blatt beinhaltet zwei Korrekturen von Liszt. ,,,https://www.themorgan.org/music/manuscript/115165,DTie,Louis Ferdinand hat keinen GND-Eintrag (https://de.wikipedia.org/wiki/Louis_Ferdinand_von_Preu%C3%9Fen_(1772%E2%80%931806) Doch: 118729225,,,
,,R 75,[Elegie du Prince Louis de Prusse],US-NYpm,Cary 586 L774.C824 ,,Signaturen Morgan Library unklar: Call und Accession Number in Datenbank,Arbeitsmanuskript,Korrekturblatt,,,x,,,,Correcturen | Elegie du Prince Louis de Prusse,Liszt (schwarze Tinte),Kl,,,,,,,,,,Istanbul,,4027821-9,"Liszt (schwarze Tinte), fremde Hand (brauner Stift)",1 Seite Notentext (recto),"Querformat, ca. 251 x 325 mm, 10 Notenzeilen, handrastriert",,,,,,,,"Das Blatt weist zwei Korrekturen von Liszt auf, die sehr präzise lokalisiert sind. Auf der recto-Seite ist ein Takt der Elegie des Prinzen [Louis von Preussen 118729225] korrigiert, ""Seite 4/2 - Takt 4 - und dieselbe Correctur Takt 8."" Es folgt darunter mit schwarzer Tinte die eintaktige Korrektur inklusive textlicher Spezifizierung des letzten Akkords, ""Fis | Es | A anstatt A | Es | A wie gedrukt [unterstrichen]."" Darunter ist mit braunem Stift von fremder Hand der Datums- und Ortsvermerk geschrieben: "" 12/11 47 Aus Constantinopel von F. Liszt gesendet.""",,,https://www.themorgan.org/music/manuscript/115165,DTie,,,,
,,[R 592a],[Poesies | Mignon],US-NYpm,Cary 585 L774.C824 ,,Signaturen Morgan Library unklar: Call und Accession Number in Datenbank,Arbeitsmanuskript,Korrekturblatt,,,x,,,,Poesies (N° 3 - 20 groschen) | Mignon,Liszt (schwarze Tinte),Kl,,,,,,,,,,,,,Liszt (schwarze Tinte),1 Seite Notentext (verso),"Querformat, ca. 251 x 325 mm, 10 Notenzeilen, handrastriert",,,,,,,,"Die zweite Korrektur bezieht sich auf ""Poesies (N° 3 - 20 groschen) | Mignon, Seite 6 - Zeile 4 - | Takt 8 und 9. -"" Es folgen die bezeichneten Takte mit der Fis-Dur Vorzeichnung von 6#. Nach Vergleich mit der gedruckten ersten Fassung lässt sich die Stelle in der Lied-Ausgabe lokalisieren (GA, Bd. VII, 2, S. 23, T. 9-11), zu den Worten ""Himmel weht, die Myrte still und hoch"". Die hier arpeggierten Harmonien stimmen ebenfalls überein. Am Ende der Zeile setzt Liszt ein ""etc"".",,,https://www.themorgan.org/music/manuscript/115165,DTie,,,,
,,R 250 (?),"Ungarischer Marsch [Franz Schubert, aus D 818] [1846]",US-Wc,ML96 .L58,,,Arbeitsmanuskript,Korrekturblatt,,,x,,Correcturen von Liszt | zu seiner ersten Bearbeitung von | zu Schubert's Ungar. Marsch in Cmoll ,"zS (schwarze Tinte, Bleistift)",Correctur Blätter,Liszt (brauner Stift),Kl,Andante con moto,,,,,,,,,,,,"Liszt (schwarze und rote Tinte, brauner Stift)","7 Blatt, Titelblatt, 9 Seiten Notentext, 3 Leerseiten, paginiert","Hochformat, 331 x 260 mm, 12 Notenzeilen, handrastriert",,,"Alice A. Szanto und Mrs. Rufus C. Phillips Sr., 26. Oktober 1956","Alice A. Szanto und Mrs. Rufus C. Phillips Sr., 26. Oktober 1956",,,,"Pedal, Bindebögen, Vortragsanweisungen schreibt Liszt meist mit roter Tinte. Er nimmt zahlreiche Rasuren vor, zum Teil auch Streichungen.
- S. 4: Die Ossia-Stimme dient anscheinend dazu, bei der vorgeschriebenen Wiederholung von Korrektur C die rechte Hand zu ersetzen. Demnach ist die Ossia-Stimme nicht als mögliche Alternative konzipiert. Liszt schreibt unter die Korrektur: ""Wiederholt | Dann C wiederholt 8 Takte mit Ossia""
- S. 5: Liszt streicht in der oberen Akkolade die Takte 5-8 und in der mittleren ebenfalls die Takte 5-8.
- S. 8: Liszt streicht in der oberen Akkolade die Takte 3-6 und im mittleren System den vierten Takt.",,"untergeordnete Quelle, beim Druck einbauen",https://hdl.loc.gov/loc.music/musliszt.100686,BV,,,,
,,???,???,US-Wc,ML31 .H43a no. 60,,,Arbeitsmanuskript,Korrekturblatt,,,,,,,,,,,,,,,,,,,,,,Liszt (schwarze Tinte),"1 Blatt, 2 Seiten Notentext","Hochformat, 340 x 265 mm, 16 Notenzeilen, handrastriert",,,Heinemann Foundation Collection,Heinemann Foundation Collection,,"Das Blatt ist quer und längs durchgerissen worden und später mit Siegellack wieder zusammengeklebt, wahrscheinlich von Liszt selbst. Zur Restauration sind die Siegellackklechse weitgehend entfernt worden und das Blatt stattdessen beidseitig mit Japanpapier überzogen.",,"Auf Seite 1 befinden sich Korrekturen zu Seite 1, 2 und 6. Auf Seite 2 befinden sich Korrekturen zu Seite 6 und 7. Die letzte Korrektur auf der zweiten Seite ist gestrichen (schwarze Tinte).",,"Zu welchem Stück die Korrekturen gehören, ist nicht klar. Es scheint sich um ein walzerartiges Stück zu handeln.",https://hdl.loc.gov/loc.music/musliszt.100290,BV,,,,
,,R 455,Klavierkonzert Nr. 1 Es-Dur,US-Wc,ML31 .H43a no. 63,,,Arbeitsmanuskript,Korrekturblatt,,,,,,,Concerto,,"Kl, Orch",,,,,,,,,,,,,"Liszt (schwarze Tinte, Rötel, Bleistift)","5 Blatt (davon 4 Blatt zu 2 Bogen, 1 Einzelblatt), 10 Seiten Notentext, paginiert","Hochformat, 363 x 272 mm, 22 Notenzeilen, handrastriert; gelöste Überklebung, Querformat, 238 x 261 mm, 14 Notenzeilen, handrastriert ",,,Heinemann Foundation Collection,Heinemann Foundation Collection,,,,"Das Autograph enthält 18 Korrekturen, die Liszt mit den Buchstaben A bis R versieht (Rötel). Das Ende der jeweiligen Korrektur wird mit dem entsprechenden Doppelbuchstaben abgeschlossen, also ""AA"", ""BB"" etc. Neben kleineren Streichungen findet sich eine großflächige Überklebung auf Seite 2.
- S. 1: Korrektur A soll wie folgt eingefügt werden: ""5ter Takt 1te Seite"" auf der Partitur, die Korrektur schließt mit ""Vide Takte 6, 7, 8, 9, 10, 2te Seite"" (schwarze Tinte). Korrektur B: ""11ter Takt 2te Seite"" und ""Vide 1ter Takt Seite 3."". Ein Takt von Korrektur B ist gestrichen (Rötel). Korrektur C: ""2ter Takt Seite 4"" und ""Vide Seite 4 Takt 5"".
- S. 2: Der ursprüngliche Notentext ist vollständig überklebt und durch Korrektur D ersetzt: ""13ter Takt Seite 4"" (Rötel) und ""Vide Seite 5"". Im letzten Takt der Korrektur ist die linke Hand gestrichen und darunter neu geschrieben.
- S. 3: Korrektur E: ""4ter Takt Seite 8"" und ""Vide Seite 8"". Korrektur F: ""Seite 9 2ter Takt"" und ""Vide Quasi Adagio"" Seite 11. Zu dieser Korrektur schreibt Liszt ""Orchester bleibt wie in der Partitur"" (schwarze Tinte). 
- S. 4: Korrektur G: ""Seite 13, 5 Takte mehr"" (Rötel) und ""Vide Seite 13"". Korrektur H: ""Seite 14 2te Hälfte des 1ten Takts"" und ""Vide Seite 14"". Korrektur I: ""Vide Allegretto vivace Seite 14"". Im vierten Takt der Korrektur streicht Liszt die rechte Hand und notiert sie unmittelbar darüber neu. Takt 5 ist in der linken Hand gestrichen und durch eine Pause ersetzt.
- S. 5: Korrektur J: ""Seite 18"". Bei dieser Korrektur hat Liszt den abschließenden Doppelbuchstaben ausgelassen.
- S. 5-6: Korrektur K: ""Vide Seite 24"" (schwarze Tinte; S. 6). Korrektur L: ""Seite 21 zweite Zeile"" (schwarze Tinte). Korrektur M: keine Takt- und Seitenangaben.
- S. 6-7: Korrektur N: ""Vide Seite 22"" (S. 7). Die Korrektur beginnt mit dem untersten System auf Seite 6, allerdings vergaß Liszt, den Buchstaben einzutragen. Jedoch ist die Korrektur mit dem Doppelbuchstaben ""NN"" abgeschlossen. Über den Beginn dieser Korrektur notiert er: ""Die andere Instrumentation (Oboi, Corni, Fagotte, Violini etc) bleibt"" (schwarze Tinte), nämlich die Instrumentation aus den Korrekturen L und M. Auf Seite 7 streicht Liszt Takt fünf im ersten System und Takt 2 im zweiten System (Rötel).
- S. 8-9: Korrektur O (S. 8): Takt 14-17 der Korrektur sind gestrichen (Bleistift, Rötel). Korrektur P (S. 8-9): ""Vide Seite 28"" (S. 9). Korrektur Q (S. 9): ""Vide Seite 29"".
- S. 9-10: Korrektur R: Die Korrektur beginnt auf Seite 9 mit dem letzten System. Es sind mehrere kleine Streichungen vorhanden (schwarze Tinte).","Das Korrekturblatt bezieht sich auf die von [Joachim Raff 118597779] stammende Abschrift, die ebenfalls in der Library of Congress liegt (Signatur: ML31 .H43a no. 59). ",,https://hdl.loc.gov/loc.music/musliszt.100292,BV,,,,
,,R 460 | | H10,Polonaise brillante von Weber,US-Wc,ML96 .L58,,,Arbeitsmanuskript,Korrekturblatt,,,x,,,,,,,,,,,,,,,,,,,"Liszt (schwarze und rote Tinte, Rötel)",[S. 71-74],"Hochformat, 395 x 279 mm, 24 Notenzeilen, handrastriert",,,,,,,,"Die Korrekturen oder Änderungen zur ""Polonaise von Weber"" sind sauber geschrieben und unterliegen keiner gravierenden Überarbeitung.
- S. 7 Bis [71]: Die Seite enthält die Einfügung ""Änderung - a- (Polonaise)"" (schwarze Tinte, Rötel) und ersetzt die in er Abschrift vollständig gestrichene Seite 7. Die Änderung nimmt die gesamte Seite ein und schließt mit dem Hinweis ""Segue Seite 8"".
- S. [72]: Oben links ist eine Einfügemarke eingetragen. Liszt schreibt an den Anfang der Passage, ""Fortsetzung Seite 17 (2 mal Bis)"", damit ist die Änderung auf der nächsten Seite gemeint. Die Passage ist die Fortsetzung und zum Ende die Anweisung ""Segue"". Weder auf Seite 17 noch auf Seite 18 befindet sich jedoch ein Hinweis auf die Änderung auf Seite [73] und [72].
- S. 17 Bis [73]: Über die Änderung schreibt Liszt ""NB Die beiden Seiten 17 Bis in kleinen Noten sowohl das Piano als die Instrumente ausschreiben"". Unten rechts auf der Seite befindet sich eine Einfügemarke mit dem Hinweis ""Vide die andere Seite 17 2 mal Bis"" (schwarze Tinte).
- Seite 11 Bis [74]: Die Passage soll auf Seite 11 eingefügt werden, Liszt notiert ""4 eingeschobene Takte"" und anschließen soll Seite 12: ""Segue Seite 12"" (schwarze Tinte).",,,,BV,,,,
