"(Verknüpfung)
Identifier | Nr.",RISM ID no.,WVZ-Nr.,"Titel (normiert, nach MGG)",Bestandeshaltende Institution,"Signatur, neu","Signatur, vormalig",Kommentar zur Signatur,Stadium der Werkgenese,Funktion,"interne Sicherung vormaliger ""Typ""-Einträge",Übergeordnete Quelle,Untergeordnete Quelle,RISM-Nr. der übergeordneten Quelle,Titelei Umschlag oder Titelblatt,Kommentarfeld zu: Titel (der Quelle) Titelblatt | Umschlag,Kopftitel,Kommentarfeld zu: Titel (der Quelle) Notentext,Besetzung (normiert),Tempoangabe (normiert),Sprachcode,Text-Incipit (diplomatisch),Widmung (diplomatisch),Kommentar zur Widmung,Datierung (diplomatisch),Datierung (maschinenlesbar),Datierung ermittelt maschinenlesbar,Datierung Kommentar,Datierung Ort nach GND,Datierung Ort ermittelt,GND-Nr. Ort,Schrift (fremder Hand),Umfang,Papiermaß,Bezug zu Druck: Verlags-GND-Nr.,Bezug zu Druck: Plattennr.,Provenienz,Provenienz (diplomatisch),weitere Provenienzangabe,Beschreibung physischer Merkmale, Inhalt,"Notizen zur Quelle (vormals ""Beschreibung"", bleibt intern)",Kommentar zur Quelle (intern),Kommentar intern / Fragen (interne Kommunikation),Digitalisat,Bearbeiter,"Sonstige Infos, Ausgaben, Permalinks",,,Provenienz Station 1,Provenienz Station 2,Provenienz Station 3
,,"R 105b,13 | S 242,13",Rákóczi-Marsch (leichtere Version),H-Bn ,Ms. mus. 22,,,Fragment,,Arbeitsmanuskript (Fragment),,x,,,,Andere leichtere Version,Liszt (schwarze Tinte),Kl,,,,,,,,,,,,,"Liszt (schwarze Tinte, Rötel)","1 Blatt, 2 Seiten Notentext","Querformat, 270 x 400 mm, 20 Notenzeilen, handrastriert",,,,,,,,"Beginn der leichteren Version, Notentext ist mit schwarzer Tinte geschrieben und sogleich für die Wiederholung durchgezählt (1-8). Auf der Rückseite findet sich das Trio, das am Ende der Seite jedoch abbricht. Die letzte Zeile trägt die Nummerierung I-X sowie ganz am Ende ein Verweiszeichen mit dem Hinweis ""vi"". Damit bricht die Notation an dieser Stelle ab.",,"Es müsste geklärt werden, worauf sich das ""vi"" bezieht; wohl nicht auf die entsprechende ""de""-Stelle, zu Beginn des Trios der virtuosen Version?",wird angekauft,DTie,,,,,,
,,,Freischütz Fantasie,US-NH,"GEN MSS 601, Box 325, Folder 1777 (Frederick R. Koch collection)",,,Fragment,,Arbeitsmanuskript (Fragment),,,,,,,,Kl,,,,,,,,,,,,,"Liszt (schwarze Tinte, Rötel)","2 Blatt zu 1 Bogen, 4 Seiten Notentext [+ 1 gelöste Überklebung, 1 Seite Notentext, 1 Leerseite]","Hochformat, 304 x ca. 243 mm, 12 Notenzeilen, handrastriert",,,Aus dem Nachlaß von Berthold Kellermann,Aus dem Nachlaß von Berthold Kellermann [mit Bleistift quer auf die Rückseite geschrieben],,"Bogen weist einige dunkelbraune Flecken auf, gelöste ganzseitige Überklebung, Quelle wurde einmal längs und quer gefaltet, bräunliche Lagerspuren auf der unteren Hälfte unterhalb der Faltung auf der Rückseite

Das handgeschöpfte Papier weist Wasserzeichen auf (SE & Co. | 39)",,"Ausschnitt/Fragment aus einem recht frühen Arbeitsmanuskript. Es handelt sich um einen Bogen, der auf allen Seiten mit schwarzer Tinte beschrieben ist. auf Blatt 1v sind braune Klebespuren deutlich zu erkennen, die dazugehörige Überklebung wurde gelöst und liebt der Quelle als zugeschnittenes Einzelblatt nun bei. Der Beginn des Fragmentes ist noch sauber geschrieben, der letzte Takt des dritten Systems wurde von Liszt zunächst mit Tinte, dann deutlich mit Rötel gestrichen. Vor den beiden letzten Systemen (Original und Ossia-Version), ist jeweils ein zusätzlicher Takt links auf mit freien Notenzeilen hinzugesetzt. Die Überklebung auf Blatt1v (ca. 268 x 241 mm, 12 Notenzeilen, handrastriert), wartet mit einer technisch wesentlich anspruchsvolleren neuen Version des ursprünglichen Notentextes auf (die Tremoli der rechten Hand werden mit virtuosen 32tel-Passagen substituiert). Blatt 2r Ergänzung des nun überklebten Überleitungstaktes vor dem Wechsel der Generalvorzeichen zu 4 ' auf freihändigen Notenzeilen links vor dem ersten System. Der Schluss von Komposition / oder Abschnitt findet sich auf Blatt 2v; auffällig ist nur der große Abstand von vorletztem und letztem System.",Das handgeschöpfte Papier weist Wasserzeichen auf,Notentext muss noch ermittelt und lokalisiert werden (aus Zeitgründen hier nicht gemacht),"(Wird bestellt, photographiert)",DTie,,,,,,
,,,[Skizzen],US-NYpm,Cary 715 L774.S267,,Signaturen Morgan Library unklar: Call und Accession Number in Datenbank,Fragment,,Skizzen und Fragmente,,,,,,,,Kl,,,,,,,,,,,,,"Liszt (schwarze Tinte, Bleistift), zS (schwarze Tinte)","8 Blatt zu 3 Bogen und 2 Einzelblatt, (fragile) Fadenheftung, 10 Seiten Notentext [6 Liszt, 4 zS], 6 Leerseiten,
Umschlagskarton","Hochformat, ca. 354-356 x 260-265 mm, 10 Notenzeilen, handrastriert,
Umschlag: 349 x 250-255 mm ",,,,,,"Papier handgeschöpft und nicht zugeschnitten, daher die Maße nicht exakt anzugeben, die äußeren Blatt sind braun verfärbt, ansonsten ist das starke Papier in noch sehr gutem Zustand","Skizzen unterschiedlicher Stücke (von Liszt mindestens drei, ein unbezeichnetes sowie ein Valse de Chopin und ein Walse de Weber; im Anschluss fragmentarische Abschriften von zS einer Polonaise de Weber und des Marche d'Alexandre von Moscheles","Skizzen beginnen ohne Titel mit einem Stück im 6/8tel Takt (Melodie in Oktaven in der rechten Hand, akkordische Begleitung in der linken Hand). Die Musik ist sämtlich mit schwarzer Tinte geschrieben, es gibt nur sehr vereinzelte Zusätze mit Bleistift. Am Ende von Blatt 1r findet sich eine Bleistiftnotiz: ""autographe de Liszt écrit pour Grandmère | quand elle a pris des leçons avec lui (4) arrangements de morceau"". Das Ende ist aufgrund der abgerissenen Kante nicht mehr vorhanden. Die elftaktige Skizze wird auf Blatt 2v weitergeführt, bis zum ersten Takt auf Blatt 2r, dort notiert Liszt ein großes ""etc"". Im untersten System auf Blatt 1v setzt er in der rechten Hand auch Fingersätze mit Bleistift hinzu. In der Mitte von Blatt 2r beginnt ein neues Stück, das Liszt mit ""Valse de Chopin"" [nur durch Morgan-Library Infos transkribiert] überschrieben ist. Dieser ist jedoch nur flüchtig auf drei Notensystemen angedeutet. Auf Blatt 2r findet sich sodann ein ""Walse de Weber"", der etwas mehr ausgearbeitet und mit dickerer Feder notiert ist (Blatt 2v-3r). Das folgende Blatt 3v ist unbeschrieben, auf Blatt 4r findet sich wieder Liszts Autograph mit fünf sehr großzügig notierten Takten, die evtl. zu dem Weber-Walzer passen könnten.
Auf der Rückseite, Blatt 4v beginnt nun eine Abschrift mit schwarzer Tinte, zur ""polonaise de Weber"". Hier sind eine ""1e | Variante"" (System 1 und 2), eine ""2e"" (System 3) sowie eine ""e3"" (System 4 und 5) skizziert, fortgesetzt auf Blatt 5r, die eine weitere, unbezeichnete Variante (?) beinhaltet). Auf Blatt5v setzen nun Fragmente aus dem ""Marche d'Alexander"" von Moscheles fort, bezeichnet mit ""égales"" (System 1 und 2), ""4me Variation (bis Ende der Seite) sowie ein nur noch sehr kursorisch notiertes Andante auf Blatt 6r. Die Bleistift-Fingersätze über der 32tel Figur ganz am Ende stammen wieder von Liszt. Die weiteren Seiten Blatt 5v-8v sind sämtlich unbeschrieben.","Ich persönlich kann Wasserzeichen an den inneren Rändern der Bögen erkennen, die Arbeitsbedingungen der Morgan Library machen aber eine nähere Untersuchung unmöglich (gebundene Quellen müssen in der ""Cradle"" bleiben). S. daher den vollständigen Katalogeintrag der Morgan Library: ""6 pages of music in the hand of Liszt; 4 in the hand of his assistant; 6 blank pages.
Includes unidentified sketches by Liszt as well as from Grande valse brilliante op. 18 by Chopin (""Valse de Chopin"") and from Invitation to the dance by von Weber (""Walse de Weber"").
Includes, in the hand of his assistant: Polacca brillante op. 72 (J.268) by von Weber; Grandes variations sur un thème militaire : la marche d'Alexandre op. 32 by Moscheles; and other fragments.
Watermark: ""Cormatin"" with IHS and a heart below (Christogram) and a Maltese cross.
Probably written in Brittany, summer 1834.""","Ich habe das hier bewusst nicht in über- und untergeordnete Quellen getrennt; könnte ggf. nach Verortung der Musik noch nachträglich geschehen; erst einmal Skizzen plus Abschriften

Beschreibung von Sotheby's mit photographiert, diese identifizieren das ""erste Stück"" sowie den Valse de Chopin als Grand valse brillante op 18 (gilt jedoch nur für die chromatische Passage, die direkt unter dem Chopin-Verweis skizziert ist), die Musik der ersten beiden Seiten müsste noch identifiziert werden (ebenso der Weber)","(Wird bestellt, photographiert)",DTie,,,,,,
,,R 224 | S 414 | A165,"Illustrations du Prophète, Nr. 3 Choeur pastorale",A-Wn,Mus.Hs.40191,,interne Signatur: A/Liszt/13,Fragment ,,autographes Fragment (Schluss von Stichvorlage),,,,,,,,Kl,,,,,,,,,,,,,"Liszt (schwarze Tinte, brauner Stift)","3 Blatt zu einem Bogen und einem Einzelblatt, 6 Seiten Notentext, paginiert (S. 1-5)","Hochformat, 391 x 277 mm, 12 Notenzeilen, handrastriert",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,"Wasserzeichen: HONEG VI
erster Bogen weist eine Überklebung mit demselben Papier auf, Papier der Quelle an den Rändern leicht abgenutzt, teilweise restauriert, auch der Bogen ist in der Mitte verstärkt",,"Sauberes Autograph mit dem Schluss des Stücks, von Liszt mit Tinte geschrieben (Notentext sowie die meisten Zusätze wie Phrasierung, Oktavierungen oder Fingersätze) und nur wenigen Rasuren, Strichen und Tintenflecken. In einem weiteren Durchgang trug Liszt Zusätze wie Phrasierung, Tempo, Dynamik etc. mit braunem Stift ein. So auch die Einordnung gleich zu Beginn, ""Von Seite 23 - hier weiter | Allegro vivace"". Nach vier Takten Überleitung ist der folgende Abschnitt in Fis-Dur mit ""(Orgie)"" überschrieben. Strich des letzten Takts im dritten System auf S. 2, anschließend ist bis zum Ende der Seite eine Überklebung angebracht (ca. 181 x 269 mm, 7 Notenzeilen, handrastriert). S. 5, Beginn der ""Stretta"", auf der Seite ist ein deutliches, mit braunem Stift geschriebene Wiederholung eingetragen (zweites bis viertes System). Am unteren Rand folgt hierzu ein Hinweis mit brauner Tinte: ""NB. Diese 9 takte mit den Repetitions Zeichen | auch im Stiche mit den Zeichen [: :] versehen, und | nicht zweimal stechen."" Am unteren rechten Rand der Seite finden sich etwas merkwürdige ""Rastrierungsübungen"" (sieben Stück). Das Ende auf der unpaginierten Seite 6 ist mit einem Doppelstrich sowie dem Zusatz Fine versehen, letzteres wurde jedoch wieder gestrichen.
Es scheint, als habe Liszt selbst für die Einrichtung der Zeilen sorgen wollen, denn von ihm stammen entsprechende kleine Zahlen mit braunem Stift. ","Die kleinen Zahlen von Liszt lassen auf eine eigene Einrichtung der Zeilenumbrüche schließen, wodurch dies die Quelle als (nachgelieferten) Teil einer Stichvorlage qualifizieren dürfte. Die vorhergehenden Seiten 1-23 müssen noch lokalisiert werden","Hinweis auf Leihzettel: Literatur: Beiträge zur musikal. Quellenkunde, S. 227",https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DTL_4702727&order=1&view=SINGLE,DTie,,,,,,
,,,Introduction et variations sur une marche du Siège de Corinthe,A-Wn,Mus.Hs.41636,,interne Signatur: A/Liszt/18,Fragment,,autographes Fragment (Schluss fehlt),,,,,,,,Kl,,,,,,,,,,,,,Liszt (sepiafarbene und schwarze Tinte),"6 Blatt zu 3 Bogen, 11 Seiten Notentext, 1 Leerseite, nachträglich foliiert","Querformat, ca. 275 x 401 mm, 20 Notenzeiken, handrastriert
blauer Schuber: 292 x 416 mm",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,"Altes, handgeschöpftes Papier, Wasserzeichen jedoch nicht erkennbar; die Bögen sind unregelmäßig zusammengelegt, daher auch Maße nur vage anzugeben
alle drei Bögen sind längs zur Mitte gefaltet
Der Entwurf ist in einem aufwändigen blauen Ledereinband mit Schuber aufbewahrt (gehört aber nicht zur Quelle bzw. diese ist dort nicht eingebunden)",,"Umfangreicher Entwurf, zu Beginn mit recht detailliertem Notentext, jedoch ohne Zusätze. Liszt beginnt mit brauner sepiafarbener Tinte, wobei ab Blatt 2r zunächst Ergänzungen wie 16tel Bebalkung oder Alternativen (wie die Erweiterung der ""main | gauche"" auf Blatt 2v immer mehr hinzutreten. Ab Blatt 3v setzt Liszt ausschließlich schwarze Tinte ein. Am Ende des Notentextes auf Blatt 2r notiert Liszt (mit beiden Tinten) ein ""?"". Wiederholungen auf den ersten beiden Bögen sind mit Ziffern (1,2,3) angezeigt. Oben auf der Rückseite des ersten Bogens (Blatt 2v) notiert Liszt sehr klein und etwas undeutlich das paraphrasierte Zitat: ""à chaque chose sa saison; à chaque pensé sou les cieux, son temps"". (Ecclésiaste / Kohelet / Der Prediger Salomo?, 3,1; korrekt lautet der Text: ""À toute chose sa saison, et à toute affaire sou les cieux, son temps."" Die Musik ist geprägt von äußerst virtuosem Passagenwerk in 16tel und 32tel mit wenig markanter Melodik. Bis auf die Zusätze und Ergänzungen mit schwarzer Tinte finden sich kaum Striche oder Korrekturen (s. Spielfiguren in der rechten Hand auf Blatt 2v und im ersten Takt von Blatt 3r). Gestrichen sind die beiden letzten Takte auf Blatt 3v und der Notentext bricht am Ende von Blatt4r mit dem schwach notierten Hinweis ""etc Pantoufle"" [?] ab. Auf der Rückseite Blatt 4v setzt eine neue Variation in G-Dur (akkordische Außenstimmen, 32tel Doppelgriffe als Mittelstimmen) fort. Diese G-Dur Variation endet am Ende von Blatt 5v mit einem Doppelstrich. Die letzte Seite Notentext Blatt 6r scheint nur skizziert; sie beginnt mit einem Signal-Motiv auf ""h"" und wird auf ""as"" wiederholt (4# als Generalvorzeichen) und mündet nach einer Fermate in ein Pio All[egr]o mit 4b als Generalvorzeichen. Dieses ist ab dem dritten System auf der Seite nur noch skizziert (5 Takte Linie in der rechten Hand, am Schluss zwei Takte mit Tremolo in rechter und Oktavgängen in linker Hand. Damit endet der Entwurf, die Rückseite des letzten Bogens ist nicht beschrieben.",Der Quelle liegen zwei Briefe von Gerhard Winkler an Hans Wertitsch mit Bezug auf die Identifikation bei (photographiert),"Der Entwurf stimmt nicht überein mit der Ausgabe aus NLA Suppl, Bd. 9; dort geht aus dem Vorwort hervor, dass diese Ausgabe auf Basis des Autographs, das sich in Manhattanville College, Purchase befindet und dort erst 1876 von Nancy B. Reich wieder aufgefunden wurde (S. XV)",https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DTL_3673685&order=1&view=SINGLE,DTie,,,,,,
,1001258426,"R 662,1 | S 693,1 | Q12,1","Zwei Klavierstücke ungarischen Charakters, Nr. 1 d-Moll",D-WRgs,GSA 60/I 12,,,Arbeitsmanuskript (Fragment),,,,x,,,,,,Kl,,,,,,,,,,,,,"Liszt (schwarze Tinte, Bleistift)","6 Blatt zu 3 Bogen, 7 Seiten Notentext, 5 Leerseiten","Hochformat, 341 x 270 mm, 12 Notenzeilen, handrastriert",,,Liszt-Museum Weimar,Liszt-Museum Weimar,,große braune Flecken auf dem Papier,,"Zunächst recht sauber geschriebenes Manuskript ohne Titel- und Tempoangabe, die Bogen haben jedoch große Stockflecken (Lagerspuren, Flüssigkeit?) in der Heftmitte. Intensivere Korrekturen und Streichungen ab S. [4], S. [5] ist komplett gestrichen. Das Manuskript bricht recht unvermittelt auf S. [7] ab. Auf der Leerseite S. [8] oben sind wenige Noten mit Bleitift skizziert. ","Diente als Vorlage für die spätere Abschrift von Bartók, GSA 60/I 82.",,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:192145,DTie,,,,,,
,1001249148,R 508 | S 19 | J2,Hymne de l'enfant à son réveil,D-WRgs,GSA 60/C 13,"Ms C, 13",,Fragment,,,,,,,,,,"S, S, A, Org",,,[Fragment beginnt mit:] O Dieu donne l'onde aux fontaines ,,,,,,,,,,"Liszt (sepia Tinte, roter Stift)","2 Blatt zu 1 Bogen (3 Seiten Notentext, 1 Leerseite, foliiert)","Querformat, 273 x 348 mm, 18 Notenzeilen, handrastriert, oben abgeschnitten",,,Liszt-Museum Weimar,Liszt-Museum Weimar,,,,"Das Fragment umfasst nicht ganz die Hälfte der Komposition, setzt mit der vollständigen Strophe ""O Dieu donne l'onde aux fontaines"" ein und ist von dort bis zum Schluss des Stückes vollständig. Die drei Vokalstimmen und Org sind zur Gänze ausgeführt. Gravierende Änderungen nimmt Liszt in dem Autograph nicht vor, lediglich kleine Streichungen und kleine Rasuren finden sich. Die erste Seite ist einmal diagonal dünn mit rotem Stift durchgestrichen. Das scheint aber nicht zu heißen, Liszt habe die Komposition dort verworfen, denn das gesamte Fragment stimmt fast vollständig mit der letzten, 1874 vollendeten und 1875 gedruckten Fassung überein, lediglich in der Orgel zeigen sich wenige Abweichungen.","In der ursprünglichen Liszt-Werk-Tabelle ist das Fragment als zur ersten Fassung von ""Hymne de l'enfant à son reveil"" (ca. 1844) gehörig eingeordnet. Das scheint mir aufgrund der hohen Übereinstimmung mit der letzten, d.h. der vierten Fassung falsch zu sein. Zudem ist die Strophe, mit der das Fragment beginnt, im Vergleich zur Fassung von 1862 textlich ausgetauscht (Liszt hat nicht das komplette Gedicht von [Lamartine 118726056] vertont). Anstelle der 9. Strophe ""Ô Dieu! ma bouche balutie"", die er in der Fassung von 1862 verwendet, vertont Liszt in dem Fragment die 13. Strophe ""O [korrekt wäre: Mon] Dieu, donne l'onde aux fontaines"". Auch in dieser Hinsicht stimmt das Fragment mit der letzten Fassung überein. Abschließend zuordnen kann ich das Fragment ohne die Kenntnis weiterer Quellen der Komposition freilich nicht.","GSA-Findbuch: Nach Angabe der Fürstin [Marie zu] Hohenlohe[-Schillingsfürst 11695549X] vielleicht für die Zöglinge des Klosters Trinità del Monte in Rom komponirt. 
Anm.: Vermutlich das 1866 geschriebene Stück, das Liszt im VI. Band der Briefe S. 127-28 erwähnt. Wahrscheinlicher ist es, daß L. dort ein anderes Stück meint. [1. Satz mit Tinte, 2. mit Bleistift; beides von Raabe]",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191023,BV,,,,,,
,,R 480 | S 5 | I1,Die heilige Caecilia,A-Wn,Mus.Hs.41982,,,Abschrift (Fragment),,,,,,,,,,"Solo St, GCh (SATB), Fl, Kla, Fg, Hr, Trp, Pos, Pk, Str, Hrf, Org",Più Ritenuto,,Elle dicte les chants pieux,,,terminé 21 Aôut 74.,1874-08-21,,"Handschriftlicher Vermerk mit schwarzer Tinte: ""Dieses Bruchstück eines Manuscriptes | von Franz Liszt ist von dessen Haushälterin | Pauline dem Carl Gözhard aus Weimar, gegenwärtig | Musikdirektor in Podsdam [sic!] geschenkt worden. Derselben hat | es wiederum dem Unterzeichnenden geschenkt, was er auf Ehrenwort | heirmit bezeugt. | Professor Adolf Ruthardt | Leipzig, den 24. April 1920.""",,,,"Liszt (schwarze Tinte, Bleistift)","2 Blatt (lose), 4 Seiten Notentext, foliiert","Hochformat, 348 x 267 mm, 32 Notenzeilen, handrastriert",,,Musiksammlung ÖNB,Musiksammlung ÖNB,,,,"Ausschnitt aus der Legende der heiligen Caecilia, sauber von Liszt notiert. Die Flötenstimme auf Blatt 1 wurde jedoch nachträglich von Hand über die Notenzeilen hinzugefügt. Verweiszeichen und Akkoladenklammern sind mit rotem Stift geschrieben (zinnober). Das Blatt wurde zweimal gefaltet aufbewahrt und das Papier von Blatt 1 wurde an mehreren Stellen restauriert.
Auf Blatt 1 r findet sich mit roter Tinte folgender Hinweis: ""Original-Handschrift | von Franz Liszt. | Geschenk an Karl | Gözhart aus | Weimar."" Taktzahlen sind mit Bleistift eingetragen.","Die Quelle besteht aus zwei foliierten Blättern, man sieht aber am oberen Rand, dass sie einem größeren Konvolut entnommen ist, denn dort findet sich eine Paginierung (13-16). Sie beinhaltet den Schluss des Werks, konkret ab S. 46 der gedruckten Ausgabe [Kahnt 1900, s. imslp].
Das Papier wurde 1996 durch W. Ruhm restauriert.

Druck in HAAB: urn:nbn:de:gbv:32-1-10035754934

Digitalisat des Notentextes: https://haab-digital.klassik-stiftung.de/viewer/image/4030400833/8/",,https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DTL_2588538&order=1&view=SINGLE,DTie,,,,,,
,1001259967,R 304 | S 619 | B59,Bülow-Marsch,D-WRgs,GSA 60/K 5,,,Arbeitsmanuskript (Fragment),,,,,,,,,,Kl 4hdg,,,,,,,,,,,,,"Liszt (schwarze Tinte, roter und blauer Stift)","4 Blatt zu 2 Bogen, 8 Seiten Notentext, paginiert (S. 7-14)","Hochformat, ??? x ??? mm, 12 Notenzeilen, handrastriert",,,"[J. A. Stargardt 31644-1], 1960-05-17","[J. A. Stargardt 31644-1], 1960-05-17",,"Beim 1. Bogen sind die unteren Ecken geknickt und teils abgelöst, Bruchstück liegt bei.","Die Quelle ist unvollständig, beginnt erst bei S. 7","Das Manuskript beginnt mit Liszts eigenhändiger Paginierung erst auf S. 7 (wie S. 11 mit rotem Stift geschrieben, die restliche Paginierung S. 8-14 ist blauem Stift). Zudem markiert Liszt mit rotem Stift wohl eine Korrektur: ""D Fortsetzung der Seite 13"". Die Schrift ist relativ sauber, enthält jedoch manche Striche mit rotem Stift und viele Rasuren. Ab S. 8 setzen sich die Rasurenfort, allerdings ist das Notenbild viel sauberer notiert. Auf S. 10 Strich des vorletzten Takts im ersten System und Korrektur mir blauem Stift, des weiteren viele Rasureninsbesondere in der rechten Hand des Primo um unteren System auf der Seite. Die S. 11 hebt Liszt mit rotem Stift mit dem Hinweis, ""11 | Schluss | Bogen"" hervor, die folgenden drei Seiten sind sauber geschrieben, mit wenigen Rasuren. Auf Seite 14, dem Schluss des Stücks, der mit ""Fine"" auch gekennzeichnet ist, notierte Liszt ursprünglich zwei Versionen des Secondo. Beide sind mit blauem Stift gestrichen, allerdings entscheidet sich Liszt letztendlich für die erste Version, die mit ""bleibt"" versehen ist, während er vor der letzten Notenzeile ""Weg"" schreibt (beides mit blauem Stift). Zur weiteren Deutlichkeit wird das untere System auch noch einmal mit rotem Stift gestrichen.","Es handelt sich hierbei nur um den zweiten Teil des Bülow-Marsches, da die Seiten 1-6 fehlen. Es scheint dies eine überarbeitete Version der Fassung GSA 60/K 6, die in großen Teilen jedoch notengetreu miteinander übereinstimmt. Allein die Schlussvarianten weichen, wie so häufig bei Liszt, recht stark voneinander ab, trotz desselben motivischen Materials.
GSA-Findbuch: Ankauf j. A. Stargardt, 17.05.1960

Druck HAAB: urn:nbn:de:gbv:32-1-10037925435
Digitalisat Notentext, Schlesinger [1884]: https://haab-digital.klassik-stiftung.de/viewer/image/4181787974/7/",,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:192465,DTie,,,,,,
,1001259734,R 77 | S 197 | A277,Zweite Elegie,D-WRgs,GSA 60/I 79,,,Arbeitsmanuskript,,Fragment,,,,,,,,Kl,,,,,,Villa d'Este | 13 Octobre [Blatt 1v]; 21 Octobre 77 | Rome [Blatt 3r],"xxxx-10-13; 
1877-10-21",,Die beiden unterschiedlichen Datierungen resultieren aus der Zusammenstellung der Quelle. Die erstere ist mit blauem Stift gestrichen.,,,,"Liszt (schwarze Tinte, roter und blauer Stift)","3 Blatt, 5 Seiten Notentext, 1 Leerseite","Hochformat, 331 x 238 mm, 12 Notenzeilen, handrastriert; Überklebung Blatt 1r a, Querformat, 76 x 231 mm, 4 Notenzeilen, handrastriert; Überklebung Blatt 1v a, Hochformat, 251-254 x 227 mm, 10 Notenzeilen, handrastriert",,,,,,Querfalz,,"Blatt 1 (Blatt A): Beginnt mit einer Überklebung, der Notentext beginnt bei T. 80 der gedruckten Version. Darunter sind Reste einer energischen Streichung mit rotem Stift zu erkennen. Zudem notiert Liszt ""recrire avec la [schwarze Tinte] main gauche en arpeg [roter Stift]"". Zudem ein Ossia-Hinweis mit rotem Stift. Das letzte System ist ebenfalls mit rotem Stift gestrichen. Die Rückseite ist komplett überklebt, die letzten eineinhalb Zeilen der Überklebung inklusive Datierung sowie das letzte System des ursprünglichen Notentextes sind energisch mit blauem Stift gestrichen. Die Überklebung ist mit Bleistift mit 5 paginiert.
Blatt 2 (Blatt C): Entspricht Druck T. 121-144, keine Korrekturen, mit blauem Stift paginiert (4). Rückseite, die letzten drei Takte des zweiten Systems mit rotem Stift gestrichen, ebenfalls mit diesem paginiert (5). Notation entspricht Druck T. 145-190 (= Schluss) und ist mit ""Fine"" mit rotem Stift markiert.
Blatt 3 (Blatt B): Enthält verschiedene Varianten des Schlusses, angedeutete Einfügung der Schlussklanges mit rotem Stift, Seite aber komplett mit blauem Stift gestrichen. Unter dem finalen a-Moll Klang notiert Liszt mit Tinte: ""Le seul bien qui me reste au monde | Est d'avoir quelque fois pleuré. | 21 Octobre 77 | Rome"". Die bewegenden Worte sind deutliche Zeichen, der von Liszt im Alter entwickelten Depressionen (s. Walker III). ","Notentext zum Vergleich: https://imslp.eu/files/imglnks/euimg/9/95/IMSLP105701-PMLP11061-Liszt_NLGA_Serie_I_Band_10_04_Zweite_Elegie_S.197_filter.pdf

Druck HAAB: 
Digitalisat Notentext, Kahnt [1878]: https://haab-digital.klassik-stiftung.de/viewer/image/160626866X/7/",Siehe Eintrag im GSA-Findbuch.,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:192403,DTie,,,,,,
,,"R 651,5","Sechs Lieder von Schubert, Nr. 5 ""Der Doppelgänger""",D-WRgs,GSA 60/Q 5,,,unkorrigierte Abschrift (Fragment),,unkorrigierte Abschrift / Fragment,,x,,,,,,"Orch (Fl, Ob, EHr, Klar in A, Fg, 2 Hr in F, Pos, Pk, Vl, Vla, Vlc, Kb), Singst",,,,,,,,,,,,,"zS (Bleistift, blauer Stift, schwarze Tinte)","2 Blatt zu 1 Bogen, 3 Seiten Notentext, 1 Leerseite","Hochformat, ???x???mm, 24 Notenzeilen, handrastriert",,,,,,,,"23taktige Abschrift mit Bleistift der Orchestrierung von Liszt. Die Singstime fehlt komplett, ist aber bei der Besetzung mit aufgeführt. Mit schwarzer Tinte sind zwei Takte Flöte und Oboe auf [S. 6], ""In Ermanglung des | Englisch Horn"" geschrieben. Die Buchstaben der einzelnen Abschnitte A-C sind mit blauem Stift ausgeführt.",Orchestrierung bricht unvermittelt ab und entspricht nur Liszts Orchestrierung bis dorthin.,"Notenedition 2002 im JALS erschienen.
Möglicherweise wurden die beiden Bogen einfach aufgrund des inhaltlichen Zusammenhangs im GSA zusammen in einer Signatur verzeichnet.",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:202681,DTie,,,,,,
